N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,REGISTRANT NAME,STREET,CITY,STATE,ZIP,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,EXPIRATION DATE
14548,17218087                      ,1751213,52040,1998,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,086,US,20071014,19990131,1N        ,5,5 ,V ,50067536, ,20030107,20310516
145CK,2373                          ,1200959,41060,1968,ATLAS AIR INC                                     ,4477 SKYWAY CT                   ,NEW YORK          ,NY,10336     ,1,196,US,20190409,19690629,1T        ,5,5 ,V ,50054647, ,20040718,20280605
14603,K8535-40                      ,1420372,60012,1987,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,103,US,20101014,19890628,1N        ,6,3 ,V ,50061153, ,19970520,20310829
1464Y,28-1986315                    ,2631051,41514,1997,ATLAS AIR INC                                     ,4477 SKYWAY CT                   ,NEW YORK          ,NY,10336     ,1,051,US,20000430,19990201,1N        ,5,2 ,V ,50066413, ,20020124,20270720
14724,28-1998689                    ,2631051,41538,2009,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,082,US,20160112,20110611,1N        ,5,2 ,V ,50064041, ,20130313,20310905
1484C,28-2003916                    ,2630073,30062,2015,CLARK GEORGE W                                    ,3929 COUNTY ROAD 12              ,FORT MYERS        ,FL,67654     ,S,074,US,20221016,20170208,1A        ,4,1 ,V ,50102215, ,20180829,20271127
148CJ,17264624                      ,1750663,41514,1964,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,131,US,20150514,19660620,1T        ,5,2 ,V ,50026744, ,19870715,20310818
148KU,28-2017539                    ,2630345,17027,1967,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,089,US,20221211,19700504,1N        ,4,1 ,V ,50041255, ,20020408,20270529
148TJ,17256267                      ,1750201,30010,1968,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,062,US,19701211,19700315,1N        ,4,1 ,V ,50104735, ,        ,20261115
14928,3575                          ,1200489,52001,1998,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,114,US,20211225,19990327,1T        ,5,5 ,V ,50111702, ,20230110,20260321
1494V,M6082-40                      ,2190601,52001,1971,UNITED AIRLINES INC                               ,8437 MERIDIAN PKWY               ,CHICAGO           ,IL,45838     ,3,102,US,20060318,19720101,1T        ,5,5 ,V ,50111073, ,20130802,20280203
1498P,G7382-22                      ,2190587,41545,1986,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,063,US,20230713,19870830,1N        ,5,5 ,V ,50073526,Y,20011114,20291023
1515D,28-1986455                    ,2631051,41514,2007,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,031,US,20090127,20080531,1N        ,5,2 ,V ,50016533, ,20130406,20260121
1515S,61983                         ,1530804,41060,1969,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,056,US,19720811,19701120,1T        ,5,5 ,V ,50042357, ,19970609,20310204
1518U,C7627-30                      ,1310519,30062,1969,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,014,US,20210325,19690702,1N        ,5,1 ,V ,50065164, ,20240521,20290117
152DN,28-1988576                    ,2631051,41514,2018,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,040,US,20240905,20200718,1N        ,5,2 ,V ,50010422, ,20220603,20260617
152WH,36013                         ,1530714,67000,2010,ATLAS AIR INC                                     ,4477 SKYWAY CT                   ,NEW YORK          ,NY,10336     ,1,002,US,20151024,20100309,1T        ,5,5 ,V ,50105313, ,20100704,20290627
15301,22857                         ,1530804,67000,1988,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,113,US,20120524,19890616,1T        ,5,5 ,V ,50036136, ,19970318,20311230
153NS,17268511                      ,1750434,30010,1992,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,157,US,20081108,19950415,1N        ,4,1 ,V ,50044060, ,20000124,20311105
15597,7964                          ,1860047,17003,1995,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,106,US,20130604,19950527,1U        ,4,1 ,V ,50104777, ,20000203,20280308
155CP,28-1990283                    ,2630073,17003,2016,CAMPBELL ROBERT M                                 ,7028 CESSNA BLVD                 ,NORFOLK           ,VA,58571     ,1,053,US,20230804,20180625,1N        ,4,1 ,V ,50007362, ,20191216,20310101
1560Z,17260466                      ,1750201,17027,2020,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,196,US,20231218,20210909,1A        ,4,1 ,V ,50023016, ,20240526,20260716
156XM,17257060                      ,1751024,30062,1995,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,189,US,20200518,19960330,1A        ,5,1 ,V ,50066224, ,20141011,20291010
15735,9419                          ,2740065,17050,1964,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,082,US,19821012,19660411,1N        ,6,1 ,V ,50024035, ,        ,20270918
1581M,17219780                      ,1750198,17003,1994,HARRIS NANCY L                                    ,7459 MAIN ST                     ,DALLAS-FORT WORTH ,TX,54236     ,2,175,US,20160930,19950427,1N        ,4,1 ,V ,50104421, ,20210817,20270216
1586Y,17267855                      ,1750865,30062,1972,HILL MICHAEL H                                    ,7570 MAPLE AVE                   ,BALTIMORE         ,MD,94896     ,1,143,US,20070510,19730323,1N        ,4,1 ,V ,50031023, ,19891223,20300102
1591C,K709-29                       ,1310748,30062,2003,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,010,US,20190405,20060703,1N        ,4,1 ,V ,50047031, ,20160107,20270225
1591S,30097                         ,1531315,67000,1970,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,096,US,19770701,19710417,1T        ,5,5 ,V ,50060302, ,20070122,20280607
159KN,1717                          ,2740065,17050,1990,US DEPT OF INTERIOR                               ,2592 TAXIWAY DR                  ,BOISE             ,ID,14852     ,5,091,US,20051017,19930918,1N        ,6,1 ,V ,50012711, ,20040427,20270807
159WN,17265579                      ,1751181,17041,1984,CAMPBELL RICHARD C                                ,1950 RIDGE RD                    ,NEWARK            ,NJ,64548     ,1,087,US,20140224,19870221,1N        ,5,1 ,V ,50014223, ,20070728,20280919
15DV ,17214183                      ,1750201,17027,    ,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,076,US,20150409,20050121,1N        ,4,1 ,V ,50031653, ,20120815,20270712
15HC ,28-1971655                    ,2630655,30062,1978,NGUYEN MARK C                                     ,888 AIRPORT RD                   ,PITTSBURGH        ,PA,29555     ,1,077,US,20130627,19781220,1N        ,5,1 ,V ,50101072, ,19951119,20310308
15HQ ,28-2023214                    ,2630956,30062,2017,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,047,US,20201220,20181116,1N        ,5,1 ,V ,50070052, ,20220206,20270326
15LK ,12341                         ,2740262,17050,2012,STATE OF ALASKA                                   ,6346 AVIATION WAY                ,ANCHORAGE         ,AK,96991     ,A,146,US,20201122,20141216,1N        ,6,1 ,V ,50043313, ,20210206,20290227
15PR ,17216456                      ,1750201,30010,1985,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,154,US,20070331,19860315,1A        ,4,1 ,V ,50120371, ,        ,20280812
1600M,17218474                      ,1750767,41538,2004,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,036,US,20190709,20040812,1N        ,4,2 ,V ,50040762, ,20190330,20270221
1604J,17244405                      ,1751426,41545,1973,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,061,US,19820222,19740527,1N        ,5,5 ,V ,50076603, ,20110720,20300224
1607W,17258269                      ,1751181,17041,1970,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,022,US,20160201,19700530,1N        ,5,1 ,V ,50073150, ,19751103,20300822
160AF,28-2020527                    ,2630956,17041,1967,MILLER DANIEL M                                   ,7542 MERIDIAN PKWY               ,SAN DIEGO         ,CA,30052     ,7,080,US,20000115,19690722,1A        ,5,1 ,V ,50033753, ,20220429,20261120
160BL,D7815-55                      ,1970197,30010,2019,WALKER EDWARD S                                   ,9326 LAKEVIEW DR                 ,HOUSTON           ,TX,17894     ,2,199,US,20250118,20190527,1N        ,4,1 ,V ,50011713, ,20191111,20260706
160ZZ,17245616                      ,1750434,17027,1966,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,025,US,20220923,19680401,1U        ,4,1 ,V ,50074167, ,20060307,20301226
16199,45722                         ,1531315,67000,1963,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,078,US,20010108,19650811,1T        ,5,5 ,V ,50121514, ,19850614,20290618
16378,L973-80                       ,2080125,17003,1981,GULF COAST AERIAL SURVEY INC                      ,3926 SKYWAY CT                   ,FORT MYERS        ,FL,63841     ,S,003,US,20101024,19840727,1N        ,4,1 ,V ,50111472, ,20031127,20260626
163HE,D6663-57                      ,1310241,30062,2019,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,092,US,20211030,20210719,1U        ,5,1 ,V ,50003372, ,20230529,20261211
16428,8459                          ,1860243,30010,2017,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,146,US,20240506,20190528,1N        ,4,1 ,V ,50000105, ,20201208,20310728
164XT,28-2017496                    ,2630345,30062,1979,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,081,US,20210320,19820113,1N        ,4,1 ,V ,50006301, ,19850109,20311117
165SH,28-2018241                    ,2630154,30062,2007,HILL MARK H                                       ,7810 CESSNA BLVD                 ,SACRAMENTO        ,CA,74332     ,7,145,US,20080930,20070813,1N        ,4,1 ,V ,50032146, ,20210903,20260319
165VK,67720                         ,1531128,52001,2016,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,163,US,20241105,20190901,1T        ,5,5 ,V ,50021714, ,        ,20310302
1661M,17238628                      ,1751181,17041,2019,BAKER JOHN C                                      ,3640 AVIATION WAY                ,GRAND RAPIDS      ,MI,41890     ,3,166,US,20230415,20190420,1A        ,5,1 ,V ,50071447, ,20240229,20290121
166JH,48385                         ,1530196,52001,2005,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,049,US,20150514,20080309,1T        ,5,5 ,V ,50045077, ,        ,20311231
166KW,17234114                      ,1750310,17003,1985,TORRES SUSAN A                                    ,5335 AIRPORT RD                  ,OAKLAND           ,CA,73904     ,7,063,US,20220702,19880520,1A        ,4,1 ,V ,50076456, ,19971117,20290119
1670D,F142-95                       ,1420164,60515,1995,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,043,US,19990907,19971222,1N        ,6,3 ,V ,50112657, ,        ,20291202
1670S,67490                         ,1531128,67000,1970,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,071,US,19810322,19710226,1T        ,5,5 ,V ,50116061, ,        ,20280226
167DR,8409                          ,1200300,52001,2001,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,167,US,20110116,20020329,1T        ,5,5 ,V ,50022754, ,20180821,20301209
1686X,28-1996132                    ,2631051,41538,2007,UNITED PARCEL SERVICE CO                          ,3222 PROSPECT AVE                ,LOUISVILLE        ,KY,88561     ,S,071,US,20180518,20091109,1T        ,5,2 ,V ,50025347, ,20230109,20290802
1690P,28-1973652                    ,2630203,17027,2021,CLARK STEVEN A                                    ,3140 MAPLE AVE                   ,OMAHA             ,NE,41635     ,C,149,US,20250528,20221213,1N        ,4,1 ,V ,50122302, ,20230623,20280121
1697K,17216256                      ,1750529,17003,1965,BAKER MICHAEL B                                   ,5290 LAKEVIEW DR                 ,CHICAGO           ,IL,42816     ,3,006,US,19740812,19670826,1N        ,4,1 ,V ,50120601, ,19890704,20271220
1697V,17232044                      ,1750933,17027,1968,WALKER DONALD M                                   ,9078 RIDGE RD                    ,MADISON           ,WI,55056     ,3,126,US,19770425,19680906,1N        ,4,1 ,V ,50043124, ,19810917,20270427
16SX ,7528                          ,2740182,60515,1971,BLUE RIDGE HELICOPTERS LLC                        ,5372 SKYWAY CT                   ,SAVANNAH          ,GA,34727     ,S,196,US,19751222,19720604,1N        ,6,3 ,V ,50077140, ,20030116,20290223
1701C,17248543                      ,1750031,30062,1988,WALKER EDWARD S                                   ,9326 LAKEVIEW DR                 ,HOUSTON           ,TX,17894     ,2,181,US,19891011,19890816,1N        ,4,1 ,V ,50045750, ,20120802,20270401
17075,L3002-31                      ,2300359,41545,2018,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,106,US,20240426,20211112,1T        ,5,5 ,V ,50033732, ,20211113,20260408
170HL,28-2008723                    ,2630769,17027,1984,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,148,US,19930603,19840510,1N        ,4,1 ,V ,50117730, ,19931127,20291128
170MA,F8067-58                      ,1420164,17050,    ,US DEPT OF INTERIOR                               ,2592 TAXIWAY DR                  ,BOISE             ,ID,14852     ,5,051,US,20190411,19890606,1N        ,6,1 ,V ,50035265, ,20070306,20290304
